rank,lead_score,segment,username,platform,followers,brands,source,email,profile,bio
435,65.5,🎯 Competitor Promoter,bagiroti,X,389,packdraw,x-mention,,https://x.com/bagiroti,"🌙 out of sight, out of mind. ♡ playing gacha games, movies, anime. 💗 freetag"
436,65.5,🎯 Competitor Promoter,aei_jinsoo,X,389,packdraw,x-mention,,https://x.com/aei_jinsoo,"rich by 2027 ✨ | account info ⇓ | she/her/hers. | 📱💻 | not a multi!! pls, check highlights. | gb #jiyified"
437,65.5,🎯 Competitor Promoter,Niralqq,X,374,packdraw,x-mention,,https://x.com/Niralqq,:)
438,65.5,🎯 Competitor Promoter,Rampage1CS,X,373,packdraw,x-mention,,https://x.com/Rampage1CS,Intentando mejorar en lo que pueda 10k en cs2 premier
439,65.5,🎯 Competitor Promoter,Andersonnoah97,X,372,packdraw,x-mention,,https://x.com/Andersonnoah97,trench never sleep💤
440,65.5,🎯 Competitor Promoter,LAVA155429,X,370,packdraw,x-mention,,https://x.com/LAVA155429,F9HJEVKZ
441,65.5,🎯 Competitor Promoter,doop4cause,X,368,packdraw,x-mention,,https://x.com/doop4cause,just be kind
442,65.5,🎯 Competitor Promoter,vitalikbooparin,X,368,packdraw,x-mention,,https://x.com/vitalikbooparin,🌉Sleeping under $Luna bridges 🌅 Still saying GM☕Toys Artist
443,65.5,🎯 Competitor Promoter,Mae_miekoh,X,368,packdraw,x-mention,,https://x.com/Mae_miekoh,"“I am slowly becoming the free and confident person I dream of. Every day, even small steps move me forward.”"
444,65.5,🎯 Competitor Promoter,Wesk3r_snip3s,X,367,packdraw,x-mention,,https://x.com/Wesk3r_snip3s,Essa é a diferença de um Fã para um Fanboy
445,65.5,🎯 Competitor Promoter,steel921,X,363,packdraw,x-mention,,https://x.com/steel921,"it's all good, man      ⚡     here for fun  &  $$                                    if u can't find my proof, dm."
446,65.5,🎯 Competitor Promoter,Osomeboy127,X,360,packdraw,x-mention,,https://x.com/Osomeboy127,Sharing life lessons & personal stories ✨   Every experience teaches something valuable 😊   DMs Open | IG: @who_em_i5
447,65.5,🎯 Competitor Promoter,_zuhour,X,359,packdraw,x-mention,,https://x.com/_zuhour,moneyfesting wins 🤞🏻🍀
448,65.5,🎯 Competitor Promoter,mmalikxxx,X,356,packdraw,x-mention,,https://x.com/mmalikxxx,never ever !!
449,65.5,🎯 Competitor Promoter,_PrinMee,X,354,packdraw,x-mention,,https://x.com/_PrinMee,POSITIVE ENERGY ONLY ✨️
450,65.5,🎯 Competitor Promoter,mrtalsa3,X,352,packdraw,x-mention,,https://x.com/mrtalsa3,Believer in steady growth over quick flips
451,65.5,🎯 Competitor Promoter,Blaarrgghh6969,X,345,packdraw,x-mention,,https://x.com/Blaarrgghh6969,git gud or git got
452,65.5,🎯 Competitor Promoter,goddyrich22,X,341,packdraw,x-mention,,https://x.com/goddyrich22,
453,65.5,🎯 Competitor Promoter,OOKorNn,X,341,packdraw,x-mention,,https://x.com/OOKorNn,#Shangives
454,65.5,🎯 Competitor Promoter,RadheXBT,X,341,packdraw,x-mention,,https://x.com/RadheXBT,Buying dips since yesterday
455,65.5,🎯 Competitor Promoter,tedatkins11,X,337,packdraw,x-mention,,https://x.com/tedatkins11,🐥
456,65.5,🎯 Competitor Promoter,GERC2001,X,336,packdraw,x-mention,,https://x.com/GERC2001,LIC.INFORMATICA
457,65.5,🎯 Competitor Promoter,garip1ogrenci,X,334,packdraw,x-mention,,https://x.com/garip1ogrenci,Kampüsistan 👓   #yirmibirchallenge
458,65.5,🎯 Competitor Promoter,lambo_yellow,X,334,packdraw,x-mention,,https://x.com/lambo_yellow,need pay blue checkmate every month wkwkwk
459,65.5,🎯 Competitor Promoter,obliguy838,X,329,packdraw,x-mention,,https://x.com/obliguy838,all coin gonna to Valhalla
460,65.5,🎯 Competitor Promoter,GoukoTenrou,X,326,packdraw,x-mention,,https://x.com/GoukoTenrou,"▪️CS2 Skins and Esports Enthusiast |▪️Pokémon & Pocket TCG  ▪️I also post a little bit about Cars, Anime and Tech"
461,65.5,🎯 Competitor Promoter,Diiva_blessing,X,322,packdraw,x-mention,,https://x.com/Diiva_blessing,"Good or bad, everything becomes experience"
462,65.5,🎯 Competitor Promoter,Lucky_lakcy,X,322,packdraw,x-mention,,https://x.com/Lucky_lakcy,🫡
463,65.5,🎯 Competitor Promoter,Herofarmable,X,318,packdraw,x-mention,,https://x.com/Herofarmable,
464,65.5,🎯 Competitor Promoter,Lebaran45,X,316,packdraw,x-mention,,https://x.com/Lebaran45,Cute and neat animations
465,65.5,🎯 Competitor Promoter,Archkoro,X,314,packdraw,x-mention,,https://x.com/Archkoro,"Architect | father, having fun and enjoying life best I can."
466,65.5,🎯 Competitor Promoter,TalhaAz59437915,X,312,packdraw,x-mention,,https://x.com/TalhaAz59437915,Software Engineer  CS Player ❤️ #Navi
467,65.5,🎯 Competitor Promoter,rasinifreedebt,X,311,packdraw,x-mention,,https://x.com/rasinifreedebt,me human ^_^
468,65.5,🎯 Competitor Promoter,0xWhoAl,X,310,packdraw,x-mention,,https://x.com/0xWhoAl,gemme gemme
469,65.5,🎯 Competitor Promoter,Saveyourtearsgg,X,309,packdraw,x-mention,,https://x.com/Saveyourtearsgg,Đẹp trai có gì sai?
470,65.5,🎯 Competitor Promoter,stshcoco,X,305,packdraw,x-mention,,https://x.com/stshcoco,Dad of two | Live to give Life
471,65.5,🎯 Competitor Promoter,Xyzgon08,X,305,packdraw,x-mention,,https://x.com/Xyzgon08,You suffer but why? 🎯
472,65.5,🎯 Competitor Promoter,xietmvans66,X,303,packdraw,x-mention,,https://x.com/xietmvans66,Yo~  cultivation 1000+ Years
473,65.5,🎯 Competitor Promoter,private_ak16634,X,294,packdraw,x-mention,,https://x.com/private_ak16634,Saving my money
474,65.5,🎯 Competitor Promoter,0valhallarising,X,288,packdraw,x-mention,,https://x.com/0valhallarising,blue masked bull 🐂  $solami $BTC $KAS
475,65.5,🎯 Competitor Promoter,JulianaRobee,X,287,packdraw,x-mention,,https://x.com/JulianaRobee,A mom👩‍👦
476,65.5,🎯 Competitor Promoter,AbouSZN,X,285,packdraw,x-mention,,https://x.com/AbouSZN,
477,65.5,🎯 Competitor Promoter,Thebotboyyy,X,284,packdraw,x-mention,,https://x.com/Thebotboyyy,understanding the market
478,65.5,🎯 Competitor Promoter,Leo_Plkdt,X,279,packdraw,x-mention,,https://x.com/Leo_Plkdt,Tech enthusiast | Coffee addict | Dream chaser ☕✨
479,65.5,🎯 Competitor Promoter,suryakanta48772,X,276,packdraw,x-mention,,https://x.com/suryakanta48772,
480,65.5,🎯 Competitor Promoter,RoseyCun,X,269,packdraw,x-mention,,https://x.com/RoseyCun,A user that have a big dream 🍀. Never give up is my motto
481,65.5,🎯 Competitor Promoter,Mate_ondo,X,266,packdraw,x-mention,,https://x.com/Mate_ondo,"Seeker of wisdom, lover of life's quirky"
482,65.5,🎯 Competitor Promoter,saintloco999,X,265,packdraw,x-mention,,https://x.com/saintloco999,man with million Jobs
483,65.5,🎯 Competitor Promoter,samarot198,X,264,packdraw,x-mention,,https://x.com/samarot198,
484,65.5,🎯 Competitor Promoter,ganieous,X,263,packdraw,x-mention,,https://x.com/ganieous,"still moving, just unseen."
485,65.5,🎯 Competitor Promoter,wreckedg0d,X,261,packdraw,x-mention,,https://x.com/wreckedg0d,Once a wise man said nothing 😔
486,65.5,🎯 Competitor Promoter,surbahanxbt_,X,259,packdraw,x-mention,,https://x.com/surbahanxbt_,Per aspera ad astra  lfg 🔥🔥🔥🔥
487,65.5,🎯 Competitor Promoter,tabichu722,X,257,packdraw,x-mention,,https://x.com/tabichu722,I use 2 devices📱& 💻/ #PP
488,65.5,🎯 Competitor Promoter,heavnyx,X,255,packdraw,x-mention,,https://x.com/heavnyx,"✧༺ if it's meant to be, it will be ༻✧"
489,65.5,🎯 Competitor Promoter,Bfyre31,X,255,packdraw,x-mention,,https://x.com/Bfyre31,RIGGED SCRIPTED FIXED THE LINK ⬇️
490,65.5,🎯 Competitor Promoter,cocochan23_,X,253,packdraw,x-mention,,https://x.com/cocochan23_,"Creating my own Richie Rich story ♥️ The grind may be quiet , but the result won't be 💸 scrolling & dreaming 💭 Always expect the unexpected "
491,65.5,🎯 Competitor Promoter,Shakeelhuss,X,252,packdraw,x-mention,,https://x.com/Shakeelhuss,Life is a tragedy of nutrition. (Simple Msc in Human Nutrition.)
492,65.5,🎯 Competitor Promoter,LuckyArmy92,X,246,packdraw,x-mention,,https://x.com/LuckyArmy92,People saying tweeting gonna make you die early
493,65.5,🎯 Competitor Promoter,Pffft52783546,X,246,packdraw,x-mention,,https://x.com/Pffft52783546,Try sports betting to see if I get lucky 😎🤞
494,65.5,🎯 Competitor Promoter,harisklau,X,246,packdraw,x-mention,,https://x.com/harisklau,life on trench 🔥
495,65.5,🎯 Competitor Promoter,notkhushdilshah,X,243,packdraw,x-mention,,https://x.com/notkhushdilshah,Sunday night always been my favorite night since in school and till now with job
496,65.5,🎯 Competitor Promoter,doblechese,X,240,packdraw,x-mention,,https://x.com/doblechese,2026 ❤️❤️❤️
497,65.5,🎯 Competitor Promoter,Dedyweb3,X,240,packdraw,x-mention,,https://x.com/Dedyweb3,Striving for simplicity in a complex world
498,65.5,🎯 Competitor Promoter,dear_lillie,X,239,packdraw,x-mention,,https://x.com/dear_lillie,"take it slow, keep going, Isaiah 55:8–9"
499,65.5,🎯 Competitor Promoter,MelihS4se,X,237,packdraw,x-mention,,https://x.com/MelihS4se,BTC: bc1qpu8vaslxhqzz8aea5st6fq7jqlzw53035rg6lep53xawp760u0ns07e08s
500,65.5,🎯 Competitor Promoter,dumpada34753,X,233,packdraw,x-mention,,https://x.com/dumpada34753,just a chill guy. 🙂
501,65.5,🎯 Competitor Promoter,jimoh41568,X,233,packdraw,x-mention,,https://x.com/jimoh41568,Just tryna survive
502,65.5,🎯 Competitor Promoter,RyamRedwyne,X,229,packdraw,x-mention,,https://x.com/RyamRedwyne,"kinda sad , no ?"
503,65.5,🎯 Competitor Promoter,Ze___99,X,229,packdraw,x-mention,,https://x.com/Ze___99,Relentless!
504,65.5,🎯 Competitor Promoter,AnandJa29274873,X,228,packdraw,x-mention,,https://x.com/AnandJa29274873,
505,65.5,🎯 Competitor Promoter,rezasukabakso,X,221,packdraw,x-mention,,https://x.com/rezasukabakso,Chase goals not people
506,65.5,🎯 Competitor Promoter,1vanaaa,X,218,packdraw,x-mention,,https://x.com/1vanaaa,"just a gurl with a dream. ttv/1vanaaa; mod @ ttv/angviltv. csgo goddess, sometimes 🙃"
507,65.5,🎯 Competitor Promoter,ssssunnysideup,X,214,packdraw,x-mention,,https://x.com/ssssunnysideup,manifesting to win 💗
508,65.5,🎯 Competitor Promoter,hosam_A10,X,212,packdraw,x-mention,,https://x.com/hosam_A10,Gamba username: Hossam  https://t.co/qKIBmS0mos
509,65.5,🎯 Competitor Promoter,Vita_vistaa,X,211,packdraw,x-mention,,https://x.com/Vita_vistaa,"Join me as we explore, learn, and grow together in this interconnected world of possibilit"
510,65.5,🎯 Competitor Promoter,ultra_superK009,X,210,packdraw,x-mention,,https://x.com/ultra_superK009,"""You gotta try your luck at least once a day, because you could be going around lucky all day and not even know it.""🍀"
511,65.5,🎯 Competitor Promoter,DaxGfx,X,210,packdraw,x-mention,,https://x.com/DaxGfx,
512,65.5,🎯 Competitor Promoter,ucancats,X,209,packdraw,x-mention,,https://x.com/ucancats,"No jop, who never tire of no life, who don't suffer, don't forget to smile and persevere..."
513,65.5,🎯 Competitor Promoter,Lajss99,X,208,packdraw,x-mention,,https://x.com/Lajss99,i know i can pull myself together again
514,65.5,🎯 Competitor Promoter,DuckCS3k,X,207,packdraw,x-mention,,https://x.com/DuckCS3k,"I'm so 🅷🅸🅶🅷 , i could eat a ⁂S͜͡τⒶⓇ✐"
515,65.5,🎯 Competitor Promoter,MrKhush069,X,207,packdraw,x-mention,,https://x.com/MrKhush069,Why always me?  Old account (suspended) - @NotKhush069
516,65.5,🎯 Competitor Promoter,sangkaisarnaga,X,206,packdraw,x-mention,,https://x.com/sangkaisarnaga,the world is ugly
517,65.5,🎯 Competitor Promoter,GamsizYoutube,X,205,packdraw,x-mention,,https://x.com/GamsizYoutube,Sektöre Hoşgeldin 😎
518,65.5,🎯 Competitor Promoter,ArdKnights,X,204,packdraw,x-mention,,https://x.com/ArdKnights,
519,65.5,🎯 Competitor Promoter,bebackgain,X,202,packdraw,x-mention,,https://x.com/bebackgain,
520,65.5,🎯 Competitor Promoter,marisagbecerra,X,200,packdraw,x-mention,,https://x.com/marisagbecerra,
521,65.5,🎯 Competitor Promoter,rahmatilahaku,X,200,packdraw,x-mention,,https://x.com/rahmatilahaku,🥀
522,65.5,🎯 Competitor Promoter,dickygumelar99,X,198,packdraw,x-mention,,https://x.com/dickygumelar99,"The harder the battle, the sweeter the victory"
523,65.5,🎯 Competitor Promoter,CrimsonShdwX,X,198,packdraw,x-mention,,https://x.com/CrimsonShdwX,Anime addiction
524,65.5,🎯 Competitor Promoter,samiraFara28505,X,197,packdraw,x-mention,,https://x.com/samiraFara28505,Lucky soul | 🏆 Always winning | ✨ Good vibes only  Not just lucky—destined to win👑🌈🌏
525,65.5,🎯 Competitor Promoter,nyericangkengg,X,196,packdraw,x-mention,,https://x.com/nyericangkengg,"Writing thoughts, chasing goals"
526,65.5,🎯 Competitor Promoter,JohnEwsi,X,193,packdraw,x-mention,,https://x.com/JohnEwsi,Roll up your sleeves and get to work!!
527,65.5,🎯 Competitor Promoter,pungikkfr,X,192,packdraw,x-mention,,https://x.com/pungikkfr,"A home, my parents, my dog, my own business, and a peaceful life—where every sunset whispers that my prayers were heard. That’s all I’ve eve"
528,65.5,🎯 Competitor Promoter,JustAntherUser_,X,192,packdraw,x-mention,,https://x.com/JustAntherUser_,just NPC in real world
529,65.5,🎯 Competitor Promoter,SuzukiiCS,X,189,packdraw,x-mention,,https://x.com/SuzukiiCS,"CS2 Skins Somelier | Controversial opinions on football | I believe that our greatest enemy is our mind, if we can control it, the world is "
530,65.5,🎯 Competitor Promoter,raze35010,X,189,packdraw,x-mention,,https://x.com/raze35010,$YEC
531,65.5,🎯 Competitor Promoter,0Infinite_Iris,X,189,packdraw,x-mention,,https://x.com/0Infinite_Iris,"💡 SHITCOIN EXPLORER 🗺️ finding value where others see none  ⚔️ GIGA CHAD TRADER ⚔️ built different, trades different  ₿ BULLISH IN BEAR MARK"
532,65.5,🎯 Competitor Promoter,Manhapna,X,188,packdraw,x-mention,,https://x.com/Manhapna,Locked and End it  Artificial intelligence   Machine learning
533,65.5,🎯 Competitor Promoter,Bastiansure01,X,188,packdraw,x-mention,,https://x.com/Bastiansure01,$Aeon #Base
534,65.5,🎯 Competitor Promoter,necipysl23,X,186,packdraw,x-mention,,https://x.com/necipysl23,"Please send a DM for proof. My account has been closed 6 times, this is 7 :) backup account: @necipysl232"
535,65.5,🎯 Competitor Promoter,brahwhyme,X,183,packdraw,x-mention,,https://x.com/brahwhyme,"The greatest glory in living lies not in never falling, but in rising every time we fall."
536,65.5,🎯 Competitor Promoter,Pratik_sharma03,X,183,packdraw,x-mention,,https://x.com/Pratik_sharma03,don't know how to survive
537,65.5,🎯 Competitor Promoter,Mel_s0l,X,178,packdraw,x-mention,,https://x.com/Mel_s0l,Wordsmith in a world of 280 characters. ✍️
538,65.5,🎯 Competitor Promoter,AmurR74994,X,176,packdraw,x-mention,,https://x.com/AmurR74994,"it's not a failure, it's just not the right time yet😊"
539,65.5,🎯 Competitor Promoter,baghalgand,X,176,packdraw,x-mention,,https://x.com/baghalgand,InshaAllah big winn
540,65.5,🎯 Competitor Promoter,eth_luc4s,X,176,packdraw,x-mention,,https://x.com/eth_luc4s,"Exploring the digital cosmos, one tweet at a time"
541,65.5,🎯 Competitor Promoter,shortcakeseu,X,176,packdraw,x-mention,,https://x.com/shortcakeseu,Faith the size of a mustard grain ✨• was @._shortcakeseu but sus. Find me here too: https://t.co/jXRMln7B11
542,65.5,🎯 Competitor Promoter,SwabianStallion,X,175,packdraw,x-mention,,https://x.com/SwabianStallion,
543,65.5,🎯 Competitor Promoter,emmabetson,X,175,packdraw,x-mention,,https://x.com/emmabetson,i love my family 🙌
544,65.5,🎯 Competitor Promoter,jegor96662,X,175,packdraw,x-mention,,https://x.com/jegor96662,keep going
545,65.5,🎯 Competitor Promoter,lumierelxve19,X,175,packdraw,x-mention,,https://x.com/lumierelxve19,"★faith it, 'til u make itᯓ .ᐟ"
546,65.5,🎯 Competitor Promoter,dedensitikh,X,172,packdraw,x-mention,,https://x.com/dedensitikh,WAGMI w $SOL $ETH
547,65.5,🎯 Competitor Promoter,jegersthh,X,171,packdraw,x-mention,,https://x.com/jegersthh,@PP_PRIVATEJET BROTHER. https://t.co/NgMOlxdGyh
548,65.5,🎯 Competitor Promoter,yelaxbt,X,170,packdraw,x-mention,,https://x.com/yelaxbt,YOLO - Thug Life 🚬 - 人生はシンプルだ。それを複雑にしているのは君自身だ。Ocean eyes 🌊
549,65.5,🎯 Competitor Promoter,SitDop,X,167,packdraw,x-mention,,https://x.com/SitDop,*****                /| _ ╱|、                ( •̀ㅅ •́  )        ＿ノ ヽ ノ＼＿      /　`/ ⌒Ｙ⌒ Ｙ　 \  ( 　(三ヽ人　 /　 　| |　ﾉ⌒＼ ￣￣ヽ　 ノ ヽ＿＿＿＞､＿＿／          
550,65.5,🎯 Competitor Promoter,point_blankDN,X,167,packdraw,x-mention,,https://x.com/point_blankDN,Creating magic in my own universe.
551,65.5,🎯 Competitor Promoter,DigWays,X,167,packdraw,x-mention,,https://x.com/DigWays,Airdrop hunter | Trading |
552,65.5,🎯 Competitor Promoter,DimmyFundz3f,X,166,packdraw,x-mention,,https://x.com/DimmyFundz3f,Estactic and ready to learn
553,65.5,🎯 Competitor Promoter,Mouragzi,X,165,packdraw,x-mention,,https://x.com/Mouragzi,La mafilia sonando en la casa
554,65.5,🎯 Competitor Promoter,mulyonojo12,X,165,packdraw,x-mention,,https://x.com/mulyonojo12,my x @yukydist suspend 🥲
555,65.5,🎯 Competitor Promoter,Laptopman28,X,165,packdraw,x-mention,,https://x.com/Laptopman28,"In world full of trends, I choose timeless love 💖"
556,65.5,🎯 Competitor Promoter,MoonlgtWhisper_,X,165,packdraw,x-mention,,https://x.com/MoonlgtWhisper_,What is dead man never die
557,65.5,🎯 Competitor Promoter,zidanpratama027,X,163,packdraw,x-mention,,https://x.com/zidanpratama027,
558,65.5,🎯 Competitor Promoter,Nenih721233,X,162,packdraw,x-mention,,https://x.com/Nenih721233,jangan pernah memandang sebelah mata🫣
559,65.5,🎯 Competitor Promoter,Grimaresclive,X,161,packdraw,x-mention,,https://x.com/Grimaresclive,"Always locked in, Grinding max wins"
560,65.5,🎯 Competitor Promoter,Kaossx29,X,160,packdraw,x-mention,,https://x.com/Kaossx29,
561,65.5,🎯 Competitor Promoter,servourrr,X,159,packdraw,x-mention,,https://x.com/servourrr,bio is missing
562,65.5,🎯 Competitor Promoter,bolinhapae,X,158,packdraw,x-mention,,https://x.com/bolinhapae,don't get cocky... you inferior creature
563,65.5,🎯 Competitor Promoter,GarouCS69,X,156,packdraw,x-mention,,https://x.com/GarouCS69,Previous account got suspended 👍(Please don't reroll me)  https://t.co/yxA0u44DMt
564,65.5,🎯 Competitor Promoter,Gazaliir,X,156,packdraw,x-mention,,https://x.com/Gazaliir,Need active
565,65.5,🎯 Competitor Promoter,naserfps,X,155,packdraw,x-mention,,https://x.com/naserfps,https://t.co/X8DEA0Gpk7  https://t.co/cZpoucEOW4  yaguarenseinn
566,65.5,🎯 Competitor Promoter,s3nphoenix,X,155,packdraw,x-mention,,https://x.com/s3nphoenix,
567,65.5,🎯 Competitor Promoter,Cibuxwin10,X,155,packdraw,x-mention,,https://x.com/Cibuxwin10,Bismillahir rahamanir rahim
568,65.5,🎯 Competitor Promoter,pubak_plg,X,154,packdraw,x-mention,,https://x.com/pubak_plg,kepoo ni ye
569,65.5,🎯 Competitor Promoter,GoldenLiftz,X,153,packdraw,x-mention,,https://x.com/GoldenLiftz,Lifting for Fun and CS to Ruin mental sanity that's all what i do #goldenisLegit   we keep grinding discord: goldenis_live
570,65.5,🎯 Competitor Promoter,okjovanx,X,152,packdraw,x-mention,,https://x.com/okjovanx,"Gentle but fierce. Graceful but relentless. Mom mode: always working, always winning."
571,65.5,🎯 Competitor Promoter,xypher_szn,X,152,packdraw,x-mention,,https://x.com/xypher_szn,"Idk man, idk"
572,65.5,🎯 Competitor Promoter,pickaw_gei,X,152,packdraw,x-mention,,https://x.com/pickaw_gei,W rain staff and community
573,65.5,🎯 Competitor Promoter,CulesRafi,X,150,packdraw,x-mention,,https://x.com/CulesRafi,"100% CULÉ   Més que un club , Barça y nada más.  Respawned because my last account got suspended.  device pc/mobile"
574,65.5,🎯 Competitor Promoter,theshycs,X,150,packdraw,x-mention,,https://x.com/theshycs,Football (Tottenham Hotspur)  & some other sports.    Video games - CS and League.  Sarcastic twat.
575,65.5,🎯 Competitor Promoter,rusticwaves,X,150,packdraw,x-mention,,https://x.com/rusticwaves,"just for  Like, Repost, Reply🙏"
576,65.5,🎯 Competitor Promoter,jwiniamcityx,X,149,packdraw,x-mention,,https://x.com/jwiniamcityx,
577,65.5,🎯 Competitor Promoter,gelaycreates,X,148,packdraw,x-mention,,https://x.com/gelaycreates,I love magic internet money!
578,65.5,🎯 Competitor Promoter,vedanxTV,X,148,packdraw,x-mention,,https://x.com/vedanxTV,Be Delusional.....!!!
579,65.5,🎯 Competitor Promoter,Ci1Jude,X,147,packdraw,x-mention,,https://x.com/Ci1Jude,"92:48. If you know, you know. ⏳🙏  Hala madrid"
580,65.5,🎯 Competitor Promoter,WinCor3x,X,147,packdraw,x-mention,,https://x.com/WinCor3x,no one Cares but no one matters !
581,65.5,🎯 Competitor Promoter,LzoToreto,X,147,packdraw,x-mention,,https://x.com/LzoToreto,Aguante los redondos loko
582,65.5,🎯 Competitor Promoter,LEVI_ZONED,X,147,packdraw,x-mention,,https://x.com/LEVI_ZONED,LEVI ACKERMAN🫶  23 years of existence✨️ 3063
583,65.5,🎯 Competitor Promoter,samnoya7,X,147,packdraw,x-mention,,https://x.com/samnoya7,nothing to interact
584,65.5,🎯 Competitor Promoter,MRWORLDWID2l0z,X,147,packdraw,x-mention,,https://x.com/MRWORLDWID2l0z,🥃🥃🥃🥃🥃🥃🥃
585,65.5,🎯 Competitor Promoter,Quantzbet,X,146,packdraw,x-mention,,https://x.com/Quantzbet,"A simple human being, struggling to change his life. A fan of Pink Panther 😀"
586,65.5,🎯 Competitor Promoter,rakas1999,X,145,packdraw,x-mention,,https://x.com/rakas1999,Never give up  https://t.co/Fb9NNa6yEk
587,65.5,🎯 Competitor Promoter,TheTopSlip,X,144,packdraw,x-mention,,https://x.com/TheTopSlip,"""#Gooners (The football version, stay out of my search history).""  Glazing Saka"
588,65.5,🎯 Competitor Promoter,Verticklez,X,144,packdraw,x-mention,,https://x.com/Verticklez,
589,65.5,🎯 Competitor Promoter,Adbro19,X,144,packdraw,x-mention,,https://x.com/Adbro19,
590,65.5,🎯 Competitor Promoter,Pranav_deepak12,X,143,packdraw,x-mention,,https://x.com/Pranav_deepak12,♋
591,65.5,🎯 Competitor Promoter,Born_to_risee,X,142,packdraw,x-mention,,https://x.com/Born_to_risee,I love traveling and watching classic movies 📽🎬   Cinephile 💫
592,65.5,🎯 Competitor Promoter,lulasluck,X,142,packdraw,x-mention,,https://x.com/lulasluck,"hi, call me Lula 🩷"
593,65.5,🎯 Competitor Promoter,explorer_q72756,X,139,packdraw,x-mention,,https://x.com/explorer_q72756,
594,65.5,🎯 Competitor Promoter,saparu91954,X,138,packdraw,x-mention,,https://x.com/saparu91954,Parents' prayers are the key to success ❤️😍
595,65.5,🎯 Competitor Promoter,2victor,X,138,packdraw,x-mention,,https://x.com/2victor,❤️IRAN❤️ Ehsan Sorvand aka Victor◾ Nft creator◾Designer◾AI◾Dreamer◾ Objkt:https://t.co/4ZDUBT0irf ◾ Base🟦Baseapp🟦 my old x(bitcoin_i_) accou
596,65.5,🎯 Competitor Promoter,itswjohnson,X,137,packdraw,x-mention,,https://x.com/itswjohnson,
597,65.5,🎯 Competitor Promoter,supuu1999,X,136,packdraw,x-mention,,https://x.com/supuu1999,THE WORLD IS YOURS
598,65.5,🎯 Competitor Promoter,CryptoTommy234,X,136,packdraw,x-mention,,https://x.com/CryptoTommy234,Always  active
599,65.5,🎯 Competitor Promoter,azterval,X,136,packdraw,x-mention,,https://x.com/azterval,always hoping for the best
600,65.5,🎯 Competitor Promoter,mate_frioo,X,135,packdraw,x-mention,,https://x.com/mate_frioo,Future computer engineer🤓
601,65.5,🎯 Competitor Promoter,morelucky7,X,134,packdraw,x-mention,,https://x.com/morelucky7,hello always be happy🥰 akun terkunci (locked) @itsuptoberbgwin backup @rejekiberkah26
602,65.5,🎯 Competitor Promoter,LaghlidSaida,X,133,packdraw,x-mention,,https://x.com/LaghlidSaida,car enthusiast  Football fan
603,65.5,🎯 Competitor Promoter,Virgo198720,X,133,packdraw,x-mention,,https://x.com/Virgo198720,MANIFESTING TO WIN from PP
604,65.5,🎯 Competitor Promoter,OmosNotes,X,132,packdraw,x-mention,,https://x.com/OmosNotes,"BSc, Computer Science | Cybersecurity Expert(in-Training) | Product Design Mind. | Writer on the side, traveler at heart | Driven by purpose"
605,65.5,🎯 Competitor Promoter,ramzyyx,X,132,packdraw,x-mention,,https://x.com/ramzyyx,Cats & Gamba
606,65.5,🎯 Competitor Promoter,expert45213,X,131,packdraw,x-mention,,https://x.com/expert45213,
607,65.5,🎯 Competitor Promoter,BenTwettX,X,130,packdraw,x-mention,,https://x.com/BenTwettX,Do not fear failure but rather fear not trying 🐼 💰💸
608,65.5,🎯 Competitor Promoter,fpslandim,X,129,packdraw,x-mention,,https://x.com/fpslandim,"32, Hardcore/Emo Enthusiast, Weekend Cyclist, Crazy Cat Boy, League of Legends Lover."
609,65.5,🎯 Competitor Promoter,WhaleExecution,X,128,packdraw,x-mention,,https://x.com/WhaleExecution,"| By profession Engineer | By passion risk-taker | Love trading & Sp Betting |  Stay focused on your goals, even when progress feels slow.  "
610,65.5,🎯 Competitor Promoter,reimzyy,X,128,packdraw,x-mention,,https://x.com/reimzyy,it’ll make sense someday
611,65.5,🎯 Competitor Promoter,hutizenzy,X,128,packdraw,x-mention,,https://x.com/hutizenzy,God 🇸🇾
612,65.5,🎯 Competitor Promoter,Swagger2k16,X,127,packdraw,x-mention,,https://x.com/Swagger2k16,Gamer | CS:GO | Tekken | Football | Hustle #navination                                                                       Trying some luc
613,65.5,🎯 Competitor Promoter,RgsDzx,X,127,packdraw,x-mention,,https://x.com/RgsDzx,I’m “what’s 6+20” years old Play for fun mitsubishi
614,65.5,🎯 Competitor Promoter,Realosas3x,X,123,packdraw,x-mention,,https://x.com/Realosas3x,Reply guy. Active and always ready to win
615,65.5,🎯 Competitor Promoter,verinukak,X,123,packdraw,x-mention,,https://x.com/verinukak,Ada aja
616,65.5,🎯 Competitor Promoter,ifwNoven,X,120,packdraw,x-mention,,https://x.com/ifwNoven,REST.
617,65.5,🎯 Competitor Promoter,joohncomedy,X,119,packdraw,x-mention,,https://x.com/joohncomedy,"Creating a world where innovation, creativity, and entrepreneurship thrive, and new possibilities emerge.  ti men"
618,65.5,🎯 Competitor Promoter,FirstInLastOne,X,119,packdraw,x-mention,,https://x.com/FirstInLastOne,Just another guy who's trying to figure this whole thing out called life
619,65.5,🎯 Competitor Promoter,Luxs_M1,X,118,packdraw,x-mention,,https://x.com/Luxs_M1,love
620,65.5,🎯 Competitor Promoter,aminul22557,X,114,packdraw,x-mention,,https://x.com/aminul22557,#CHAT $SOLCHAT
